Date,Timestamp,currentCondition,Event,WorldID,FishID,TotalFishCaught,BubbleNumber,KeyCode,CorrectKey,KeyExpected,TimeSinceLastKey,SequenceCompleteTime,CorrectSequencesEntered,SequencesFailed,CorrectSequencesDiscarded,TotalAttemptsInBubble,GotFish,InstantFrustration,GlobalFrustration
2020-05-19,13:18:39.5414,Continuous,KeyDown,1,1,2,4,r,Correct,R,0,1838445,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:39.7081,Continuous,KeyDown,1,1,2,4,w,Correct,W,0,1666166,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:39.9258,Continuous,KeyDown,1,1,2,4,e,Correct,E,0,2169652,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:39.9258,Continuous,Sequence Success,1,1,2,4,NA,NA,NA,NA,0,5674263,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:40.1752,Continuous,KeyDown,1,1,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:40.3756,Continuous,KeyDown,1,1,2,4,r,Correct,R,0,2005395,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:40.5426,Continuous,KeyDown,1,1,2,4,w,Correct,W,0,1665729,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:40.7424,Continuous,KeyDown,1,1,2,4,e,Correct,E,0,2001474,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:40.7424,Continuous,Sequence Success,1,1,2,4,NA,NA,NA,NA,0,5672598,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:41.0264,Continuous,KeyDown,1,1,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:41.2096,Continuous,KeyDown,1,1,2,4,r,Correct,R,0,1838385,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:41.3937,Continuous,KeyDown,1,1,2,4,w,Correct,W,0,1835212,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:41.6101,Continuous,KeyDown,1,1,2,4,e,Correct,E,0,2167503,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:41.6101,Continuous,Sequence Success,1,1,2,4,NA,NA,NA,NA,0,58411,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:41.8605,Continuous,KeyDown,1,1,2,4,r,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:42.2269,Continuous,KeyDown,1,1,2,4,e,Failed,T,0,3666279,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:42.5786,Continuous,KeyDown,1,1,2,4,t,Correct,T,0,3504706,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:42.7449,Continuous,KeyDown,1,1,2,4,r,Correct,R,0,1669929,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:42.9114,Continuous,KeyDown,1,1,2,4,w,Correct,W,0,1668608,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:43.0278,Continuous,Sequence Failed,1,1,2,4,NA,NA,NA,NA,1,167739,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:43.0278,Continuous,InputWindowOver,1,1,3,4,NA,NA,NA,NA,NA,6,1,4,7,Got Fish,NA,NA,
2020-05-19,13:19:02.5833,Continuous,KeyDown,1,1,3,5,r,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:02.7668,Continuous,KeyDown,1,1,3,5,w,Failed,T,0,1834523,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:03.0002,Continuous,KeyDown,1,1,3,5,e,Failed,T,0,2333865,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:03.0002,Continuous,Sequence Failed,1,1,3,5,NA,NA,NA,NA,0,4168388,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:03.2347,Continuous,KeyDown,1,1,3,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:03.4505,Continuous,KeyDown,1,1,3,5,r,Correct,R,0,2170919,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:03.6346,Continuous,KeyDown,1,1,3,5,w,Correct,W,0,1839948,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:03.8692,Continuous,KeyDown,1,1,3,5,e,Correct,E,0,232642,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:03.8692,Continuous,Sequence Success,1,1,3,5,NA,NA,NA,NA,0,6337286,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:04.0853,Continuous,KeyDown,1,1,3,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:04.2857,Continuous,KeyDown,1,1,3,5,r,Correct,R,0,2003242,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:04.4856,Continuous,KeyDown,1,1,3,5,w,Correct,W,0,199843,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:04.6861,Continuous,KeyDown,1,1,3,5,e,Correct,E,0,2003426,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:04.6861,Continuous,Sequence Success,1,1,3,5,NA,NA,NA,NA,0,6005098,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:04.9028,Continuous,KeyDown,1,1,3,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:05.1036,Continuous,KeyDown,1,1,3,5,r,Correct,R,0,2001212,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:05.3365,Continuous,KeyDown,1,1,3,5,w,Correct,W,0,2341582,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:05.5370,Continuous,KeyDown,1,1,3,5,e,Correct,E,0,1997965,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:05.5370,Continuous,Sequence Success,1,1,3,5,NA,NA,NA,NA,0,6340759,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:05.7704,Continuous,KeyDown,1,1,3,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:05.9874,Continuous,KeyDown,1,1,3,5,r,Correct,R,0,2167888,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:06.1870,Continuous,KeyDown,1,1,3,5,w,Correct,W,0,2003074,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:06.3880,Continuous,KeyDown,1,1,3,5,e,Correct,E,0,2000734,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:06.3880,Continuous,Sequence Success,1,1,3,5,NA,NA,NA,NA,0,6171696,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:06.6383,Continuous,KeyDown,1,1,3,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:19:06.8382,Continuous,KeyDown,1,1,3,5,r,Correct,R,0,2002289,NA,NA,NA,NA,NA,NA,NA,NA,
